schedule_id,group_id,classroom_name,classroom_code,weekday,start_hour,end_hour
6352,846,HotPink,477,3,6,8
6353,4070,MediumSlateBlue,291,7,17,19
6354,4070,MediumSlateBlue,291,1,17,19
6355,294,MediumOrchid,450,7,11,13
6356,294,MediumOrchid,450,2,11,13
6357,4581,PeachPuff,109,3,6,8
6358,4581,PeachPuff,109,1,6,8
6359,3889,LightGreen,466,1,13,15
6360,3889,LightGreen,466,5,13,15
6361,1481,DeepPink,377,6,6,8
6362,1481,DeepPink,377,7,6,8
6363,3903,SeaGreen,212,3,14,16
6364,3903,SeaGreen,212,5,14,16
6365,2123,SpringGreen,303,6,9,11
6366,2123,SpringGreen,303,3,9,11
6367,3129,LavenderBlush,151,6,11,13
6368,3129,LavenderBlush,151,5,11,13
6369,501,LightSalmon,158,7,14,16
6370,501,LightSalmon,158,3,14,16
6371,5007,AliceBlue,370,6,11,13
6372,5007,AliceBlue,370,7,11,13
6373,922,Orange,274,3,7,9
6374,922,Orange,274,6,7,9
6375,2708,LightPink,353,7,20,22
6376,2708,LightPink,353,2,20,22
6377,230,BlueViolet,326,5,13,15
6378,230,BlueViolet,326,1,13,15
6379,2951,Fuchsia,438,2,20,22
6380,2951,Fuchsia,438,6,20,22
6381,3585,Green,356,5,7,9
6382,3585,Green,356,1,7,9
6383,4889,Ivory,405,1,10,12
6384,4889,Ivory,405,6,10,12
6385,2108,NavajoWhite,308,7,17,19
6386,2108,NavajoWhite,308,2,17,19
6387,5549,PeachPuff,287,7,18,20
6388,5549,PeachPuff,287,3,18,20
6389,4062,Orange,326,4,8,10
6390,4062,Orange,326,7,8,10
6391,2900,BurlyWood,471,2,12,14
6392,2900,BurlyWood,471,4,12,14
6393,4039,Lavender,348,4,18,20
6394,4039,Lavender,348,5,18,20
6395,4806,AliceBlue,404,7,17,19
6396,4806,AliceBlue,404,1,17,19
6397,1173,LavenderBlush,193,4,18,20
6398,1173,LavenderBlush,193,6,18,20
6399,1124,Gold,362,3,13,15
6400,1124,Gold,362,2,13,15
6401,5098,PowderBlue,175,3,17,19
6402,5098,PowderBlue,175,5,17,19
6403,2046,Fuchsia,191,3,6,8
6404,2046,Fuchsia,191,2,6,8
6405,91,LightGreen,227,2,10,12
6406,91,LightGreen,227,5,10,12
6407,2260,DarkViolet,304,3,6,8
6408,2260,DarkViolet,304,5,6,8
6409,4502,Blue,275,3,14,16
6410,4502,Blue,275,7,14,16
6411,4394,CadetBlue,407,2,12,14
6412,4394,CadetBlue,407,6,12,14
6413,104,DarkTurquoise,119,5,19,21
6414,104,DarkTurquoise,119,7,19,21
6415,622,PaleTurquoise,161,7,13,15
6416,622,PaleTurquoise,161,6,13,15
6417,368,DimGray,291,4,10,12
6418,368,DimGray,291,7,10,12
6419,3395,SlateBlue,387,5,11,13
6420,3395,SlateBlue,387,7,11,13
6421,3671,DarkMagenta,392,3,15,17
6422,3671,DarkMagenta,392,6,15,17
6423,3433,MintCream,306,1,20,22
6424,3433,MintCream,306,6,20,22
6425,3401,Aqua,296,1,7,9
6426,3401,Aqua,296,5,7,9
6427,1157,Cornsilk,268,2,9,11
6428,1157,Cornsilk,268,6,9,11
6429,2299,DarkTurquoise,235,1,17,19
6430,2299,DarkTurquoise,235,2,17,19
6431,1154,CadetBlue,342,6,20,22
6432,1154,CadetBlue,342,2,20,22
6433,732,MistyRose,427,2,12,14
6434,732,MistyRose,427,6,12,14
6435,2174,Yellow,347,1,16,18
6436,2174,Yellow,347,6,16,18
6437,3198,PaleGreen,173,1,11,13
6438,3198,PaleGreen,173,4,11,13
6439,2147,RoyalBlue,281,5,16,18
6440,2147,RoyalBlue,281,1,16,18
6441,985,Orange,252,1,13,15
6442,985,Orange,252,2,13,15
6443,613,Violet,440,1,19,21
6444,613,Violet,440,3,19,21
6445,2193,MistyRose,254,2,15,17
6446,2193,MistyRose,254,6,15,17
6447,4330,LightGreen,338,6,10,12
6448,4330,LightGreen,338,2,10,12
6449,502,DodgerBlue,279,7,20,22
6450,502,DodgerBlue,279,5,20,22
6451,1585,BlueViolet,109,2,9,11
6452,1585,BlueViolet,109,4,9,11
6453,4807,AntiqueWhite,227,4,9,11
6454,4807,AntiqueWhite,227,1,9,11
6455,2521,DarkViolet,326,1,12,14
6456,2521,DarkViolet,326,7,12,14
6457,3842,Moccasin,388,2,13,15
6458,3842,Moccasin,388,1,13,15
6459,964,LawnGreen,481,4,9,11
6460,964,LawnGreen,481,6,9,11
6461,3788,LightBlue,486,3,14,16
6462,3788,LightBlue,486,5,14,16
6463,420,Orange,326,2,16,18
6464,420,Orange,326,7,16,18
6465,4146,Magenta,312,3,11,13
6466,4146,Magenta,312,5,11,13
6467,1598,DarkCyan,170,4,11,13
6468,1598,DarkCyan,170,6,11,13
6469,1966,SpringGreen,433,4,9,11
6470,1966,SpringGreen,433,7,9,11
6471,5083,IndianRed,433,5,11,13
6472,5083,IndianRed,433,2,11,13
6473,5668,SlateGray,338,2,14,16
6474,5668,SlateGray,338,3,14,16
6475,4056,BurlyWood,362,5,20,22
6476,4056,BurlyWood,362,7,20,22
6477,2378,DarkGreen,222,3,11,13
6478,2378,DarkGreen,222,4,11,13
6479,2577,Peru,487,6,14,16
6480,2577,Peru,487,5,14,16
6481,3726,Tomato,464,1,9,11
6482,3726,Tomato,464,2,9,11
6483,1475,MediumSeaGreen,449,6,7,9
6484,1475,MediumSeaGreen,449,2,7,9
6485,2990,Indigo,373,4,8,10
6486,2990,Indigo,373,3,8,10
6487,3501,DarkKhaki,165,2,17,19
6488,3501,DarkKhaki,165,3,17,19
6489,766,Green,194,4,12,14
6490,766,Green,194,7,12,14
6491,623,Lavender,488,1,9,11
6492,623,Lavender,488,6,9,11
6493,1649,Orange,133,5,14,16
6494,1649,Orange,133,7,14,16
6495,811,Black,432,7,17,19
6496,811,Black,432,1,17,19
6497,5642,Gainsboro,407,3,6,8
6498,5642,Gainsboro,407,5,6,8
6499,3650,SaddleBrown,325,2,14,16
6500,3650,SaddleBrown,325,6,14,16
6501,4862,DimGray,193,7,17,19
6502,4862,DimGray,193,5,17,19
6503,4466,ForestGreen,127,3,8,10
6504,4466,ForestGreen,127,6,8,10
6505,3098,PapayaWhip,350,1,14,16
6506,3098,PapayaWhip,350,2,14,16
6507,196,Thistle,306,6,11,13
6508,196,Thistle,306,5,11,13
6509,5420,Thistle,265,4,19,21
6510,5420,Thistle,265,7,19,21
6511,4057,Maroon,103,3,20,22
6512,4057,Maroon,103,5,20,22
6513,4766,Aqua,254,4,7,9
6514,4766,Aqua,254,5,7,9
6515,1039,YellowGreen,322,2,7,9
6516,1039,YellowGreen,322,5,7,9
6517,4559,LightBlue,351,6,12,14
6518,4559,LightBlue,351,3,12,14
6519,5527,Chartreuse,267,1,10,12
6520,5527,Chartreuse,267,6,10,12
6521,521,Crimson,413,1,14,16
6522,521,Crimson,413,6,14,16
6523,1003,FireBrick,494,5,7,9
6524,1003,FireBrick,494,3,7,9
6525,3555,DarkGoldenRod,259,5,11,13
6526,3555,DarkGoldenRod,259,6,11,13
6527,1357,Maroon,101,2,14,16
6528,1357,Maroon,101,5,14,16
6529,3153,AntiqueWhite,192,3,7,9
6530,3153,AntiqueWhite,192,2,7,9
6531,581,Chocolate,375,3,8,10
6532,581,Chocolate,375,4,8,10
6533,4191,AntiqueWhite,116,3,20,22
6534,4191,AntiqueWhite,116,4,20,22
6535,3996,OliveDrab,313,2,16,18
6536,3996,OliveDrab,313,5,16,18
6537,685,DarkBlue,398,5,12,14
6538,685,DarkBlue,398,2,12,14
6539,3388,DarkRed,188,4,17,19
6540,3388,DarkRed,188,2,17,19
6541,3995,DodgerBlue,475,5,15,17
6542,3995,DodgerBlue,475,1,15,17
6543,5617,MediumSeaGreen,402,6,9,11
6544,5617,MediumSeaGreen,402,3,9,11
6545,1369,Teal,143,7,8,10
6546,1369,Teal,143,1,8,10
6547,5740,SteelBlue,178,7,17,19
6548,5740,SteelBlue,178,1,17,19
6549,5610,DarkOrange,423,6,7,9
6550,5610,DarkOrange,423,5,7,9
6551,4854,Pink,343,1,17,19
6552,4854,Pink,343,7,17,19
6553,2795,SkyBlue,450,5,13,15
6554,2795,SkyBlue,450,2,13,15
6555,2853,Indigo,211,3,11,13
6556,2853,Indigo,211,2,11,13
6557,652,PapayaWhip,312,6,18,20
6558,652,PapayaWhip,312,4,18,20
6559,4159,LightYellow,481,7,14,16
6560,4159,LightYellow,481,3,14,16
6561,3830,DeepSkyBlue,328,6,15,17
6562,3830,DeepSkyBlue,328,7,15,17
6563,3744,PaleVioletRed,240,2,13,15
6564,3744,PaleVioletRed,240,7,13,15
6565,3206,FloralWhite,280,6,12,14
6566,3206,FloralWhite,280,1,12,14
6567,946,Black,424,7,11,13
6568,946,Black,424,5,11,13
6569,1401,NavajoWhite,373,7,7,9
6570,1401,NavajoWhite,373,3,7,9
6571,3926,DarkGray,166,3,16,18
6572,3926,DarkGray,166,7,16,18
6573,2839,MediumSpringGreen,494,5,16,18
6574,2839,MediumSpringGreen,494,3,16,18
6575,5277,NavajoWhite,176,1,9,11
6576,5277,NavajoWhite,176,4,9,11
6577,225,HoneyDew,465,4,15,17
6578,225,HoneyDew,465,1,15,17
6579,2565,MistyRose,214,1,7,9
6580,2565,MistyRose,214,5,7,9
6581,4953,HoneyDew,253,4,18,20
6582,4953,HoneyDew,253,3,18,20
6583,2715,Aqua,107,4,20,22
6584,2715,Aqua,107,3,20,22
6585,4303,MediumOrchid,199,6,12,14
6586,4303,MediumOrchid,199,5,12,14
6587,4007,Blue,290,3,16,18
6588,4007,Blue,290,4,16,18
6589,3296,Gainsboro,159,4,18,20
6590,3296,Gainsboro,159,1,18,20
6591,3343,DarkSalmon,391,4,17,19
6592,3343,DarkSalmon,391,3,17,19
6593,4746,HotPink,459,1,15,17
6594,4746,HotPink,459,3,15,17
6595,339,DarkBlue,348,5,16,18
6596,339,DarkBlue,348,3,16,18
6597,4534,OrangeRed,467,3,10,12
6598,4534,OrangeRed,467,5,10,12
6599,5119,Cornsilk,305,4,9,11
6600,5119,Cornsilk,305,7,9,11
6601,3825,Salmon,121,4,9,11
6602,3825,Salmon,121,7,9,11
6603,1340,Lime,378,5,9,11
6604,1340,Lime,378,1,9,11
6605,121,MediumPurple,386,3,18,20
6606,121,MediumPurple,386,6,18,20
6607,839,MediumAquaMarine,281,4,19,21
6608,839,MediumAquaMarine,281,2,19,21
6609,3942,PeachPuff,101,5,17,19
6610,3942,PeachPuff,101,4,17,19
6611,219,LawnGreen,177,5,7,9
6612,219,LawnGreen,177,3,7,9
6613,4920,LightYellow,100,3,6,8
6614,4920,LightYellow,100,7,6,8
6615,3586,Silver,233,4,19,21
6616,3586,Silver,233,3,19,21
6617,1042,DarkViolet,348,4,17,19
6618,1042,DarkViolet,348,5,17,19
6619,3156,DeepSkyBlue,286,1,15,17
6620,3156,DeepSkyBlue,286,5,15,17
6621,2566,Lavender,302,3,10,12
6622,2566,Lavender,302,2,10,12
6623,2785,MediumAquaMarine,351,6,6,8
6624,2785,MediumAquaMarine,351,4,6,8
6625,2687,Bisque,406,4,10,12
6626,2687,Bisque,406,5,10,12
6627,4671,GreenYellow,138,1,18,20
6628,4671,GreenYellow,138,4,18,20
6629,3255,MidnightBlue,471,1,9,11
6630,3255,MidnightBlue,471,5,9,11
6631,1519,DarkTurquoise,246,2,8,10
6632,1519,DarkTurquoise,246,6,8,10
6633,4478,Moccasin,404,5,10,12
6634,4478,Moccasin,404,3,10,12
6635,4177,LemonChiffon,233,2,12,14
6636,4177,LemonChiffon,233,3,12,14
6637,4005,Navy,487,4,10,12
6638,4005,Navy,487,3,10,12
6639,2162,HoneyDew,426,1,9,11
6640,2162,HoneyDew,426,3,9,11
6641,5276,DarkMagenta,438,7,20,22
6642,5276,DarkMagenta,438,5,20,22
6643,2476,Cyan,420,2,13,15
6644,2476,Cyan,420,1,13,15
6645,5189,CadetBlue,421,1,15,17
6646,5189,CadetBlue,421,7,15,17
6647,2866,Green,379,2,14,16
6648,2866,Green,379,4,14,16
6649,4579,MediumSpringGreen,264,3,8,10
6650,4579,MediumSpringGreen,264,4,8,10
6651,5515,Tan,283,3,12,14
6652,5515,Tan,283,6,12,14
6653,4094,SteelBlue,129,5,6,8
6654,4094,SteelBlue,129,1,6,8
6655,2241,DarkSlateBlue,333,6,19,21
6656,2241,DarkSlateBlue,333,7,19,21
6657,3890,LavenderBlush,192,1,16,18
6658,3890,LavenderBlush,192,7,16,18
6659,1421,DarkRed,395,3,15,17
6660,1421,DarkRed,395,2,15,17
6661,3592,Orchid,251,1,19,21
6662,3592,Orchid,251,2,19,21
6663,2226,LightSeaGreen,297,4,16,18
6664,2226,LightSeaGreen,297,5,16,18
6665,97,Bisque,106,1,20,22
6666,97,Bisque,106,6,20,22
6667,4527,DarkSalmon,227,6,16,18
6668,4527,DarkSalmon,227,2,16,18
6669,173,Lime,149,2,13,15
6670,173,Lime,149,5,13,15
6671,1407,LightPink,150,6,13,15
6672,1407,LightPink,150,5,13,15
6673,4560,DarkSalmon,364,4,18,20
6674,4560,DarkSalmon,364,1,18,20
6675,3607,LightSkyBlue,321,6,6,8
6676,3607,LightSkyBlue,321,2,6,8
6677,1802,BlueViolet,131,3,8,10
6678,1802,BlueViolet,131,2,8,10
6679,4874,LemonChiffon,270,3,7,9
6680,4874,LemonChiffon,270,7,7,9
6681,1176,DarkOliveGreen,146,3,10,12
6682,1176,DarkOliveGreen,146,6,10,12
6683,4163,HoneyDew,301,4,10,12
6684,4163,HoneyDew,301,5,10,12
6685,3962,LightGray,126,3,7,9
6686,3962,LightGray,126,5,7,9
6687,2448,DarkTurquoise,249,5,17,19
6688,2448,DarkTurquoise,249,3,17,19
6689,4626,Bisque,131,2,6,8
6690,4626,Bisque,131,3,6,8
6691,2644,LawnGreen,455,1,10,12
6692,2644,LawnGreen,455,6,10,12
6693,1579,PaleVioletRed,119,4,11,13
6694,1579,PaleVioletRed,119,1,11,13
6695,3714,LightCyan,325,3,16,18
6696,3714,LightCyan,325,6,16,18
6697,2334,Orchid,307,2,20,22
6698,2334,Orchid,307,7,20,22
6699,2573,PowderBlue,262,5,7,9
6700,2573,PowderBlue,262,1,7,9
6701,1951,MediumTurquoise,364,2,16,18
6702,1951,MediumTurquoise,364,3,16,18
6703,52,DarkSalmon,134,4,14,16
6704,52,DarkSalmon,134,2,14,16
6705,4093,DeepPink,476,7,13,15
6706,4093,DeepPink,476,3,13,15
6707,5523,GoldenRod,222,4,19,21
6708,5523,GoldenRod,222,5,19,21
6709,4256,Indigo,256,1,6,8
6710,4256,Indigo,256,2,6,8
6711,1007,MediumSpringGreen,206,3,8,10
6712,1007,MediumSpringGreen,206,7,8,10
6713,684,LightSeaGreen,459,7,10,12
6714,684,LightSeaGreen,459,5,10,12
6715,4992,Turquoise,166,6,20,22
6716,4992,Turquoise,166,7,20,22
6717,4098,PaleVioletRed,253,5,13,15
6718,4098,PaleVioletRed,253,6,13,15
6719,2186,IndianRed,343,1,7,9
6720,2186,IndianRed,343,4,7,9
6721,1233,LavenderBlush,193,5,11,13
6722,1233,LavenderBlush,193,2,11,13
6723,3819,RoyalBlue,191,3,15,17
6724,3819,RoyalBlue,191,6,15,17
6725,3088,LightGoldenRodYellow,460,5,10,12
6726,3088,LightGoldenRodYellow,460,2,10,12
6727,2691,CadetBlue,191,4,6,8
6728,2691,CadetBlue,191,7,6,8
6729,5221,LightYellow,476,3,19,21
6730,5221,LightYellow,476,4,19,21
6731,651,Beige,203,7,14,16
6732,651,Beige,203,3,14,16
6733,4069,PeachPuff,304,4,14,16
6734,4069,PeachPuff,304,7,14,16
6735,1012,MediumBlue,494,3,15,17
6736,1012,MediumBlue,494,6,15,17
6737,4096,LightGoldenRodYellow,282,3,7,9
6738,4096,LightGoldenRodYellow,282,4,7,9
6739,1126,HotPink,182,1,20,22
6740,1126,HotPink,182,4,20,22
6741,5314,SkyBlue,255,5,19,21
6742,5314,SkyBlue,255,2,19,21
6743,3868,DarkMagenta,331,1,8,10
6744,3868,DarkMagenta,331,5,8,10
6745,5408,Gray,204,5,17,19
6746,5408,Gray,204,2,17,19
6747,3832,OrangeRed,340,7,18,20
6748,3832,OrangeRed,340,4,18,20
6749,5015,Sienna,367,2,8,10
6750,5015,Sienna,367,3,8,10
6751,5430,Silver,242,5,11,13
6752,5430,Silver,242,2,11,13
6753,3283,DodgerBlue,397,3,9,11
6754,3283,DodgerBlue,397,5,9,11
6755,1568,DarkOrange,116,1,11,13
6756,1568,DarkOrange,116,3,11,13
6757,3310,Gold,373,1,9,11
6758,3310,Gold,373,5,9,11
6759,5115,LemonChiffon,186,6,14,16
6760,5115,LemonChiffon,186,7,14,16
6761,3833,DarkKhaki,334,3,9,11
6762,3833,DarkKhaki,334,5,9,11
6763,491,YellowGreen,157,2,17,19
6764,491,YellowGreen,157,5,17,19
6765,1976,DarkBlue,485,2,11,13
6766,1976,DarkBlue,485,6,11,13
6767,4294,PeachPuff,143,1,14,16
6768,4294,PeachPuff,143,2,14,16
6769,1099,DarkMagenta,276,2,14,16
6770,1099,DarkMagenta,276,4,14,16
6771,2194,DarkGoldenRod,245,1,15,17
6772,2194,DarkGoldenRod,245,7,15,17
6773,1285,Navy,134,7,18,20
6774,1285,Navy,134,6,18,20
6775,3031,MediumOrchid,182,1,7,9
6776,3031,MediumOrchid,182,3,7,9
6777,5417,LightGoldenRodYellow,354,4,20,22
6778,5417,LightGoldenRodYellow,354,1,20,22
6779,1930,Orchid,389,5,11,13
6780,1930,Orchid,389,1,11,13
6781,3970,Orange,107,4,12,14
6782,3970,Orange,107,2,12,14
6783,4828,LightCoral,214,6,12,14
6784,4828,LightCoral,214,4,12,14
6785,567,LawnGreen,156,7,17,19
6786,567,LawnGreen,156,5,17,19
6787,1901,SlateBlue,290,5,16,18
6788,1901,SlateBlue,290,4,16,18
6789,4165,Crimson,147,1,19,21
6790,4165,Crimson,147,2,19,21
6791,2555,DarkTurquoise,103,3,10,12
6792,2555,DarkTurquoise,103,4,10,12
6793,1144,Turquoise,265,4,9,11
6794,1144,Turquoise,265,6,9,11
6795,4023,DarkGray,359,6,7,9
6796,4023,DarkGray,359,5,7,9
6797,5132,Navy,195,5,19,21
6798,5132,Navy,195,7,19,21
6799,4570,Indigo,274,6,12,14
6800,4570,Indigo,274,5,12,14
6801,4741,Gold,310,6,18,20
6802,4741,Gold,310,5,18,20
6803,3492,BurlyWood,442,2,18,20
6804,3492,BurlyWood,442,7,18,20
6805,1857,Navy,176,2,17,19
6806,1857,Navy,176,5,17,19
6807,3786,Purple,225,3,8,10
6808,3786,Purple,225,1,8,10
6809,1676,OldLace,260,5,15,17
6810,1676,OldLace,260,2,15,17
6811,4652,Magenta,174,5,7,9
6812,4652,Magenta,174,6,7,9
6813,50,SteelBlue,284,1,16,18
6814,50,SteelBlue,284,7,16,18
6815,823,Lavender,331,6,6,8
6816,823,Lavender,331,5,6,8
6817,2327,LightPink,396,4,20,22
6818,2327,LightPink,396,5,20,22
6819,3781,HotPink,164,4,15,17
6820,3781,HotPink,164,2,15,17
6821,3213,LightCyan,136,4,14,16
6822,3213,LightCyan,136,3,14,16
6823,3573,HotPink,135,1,10,12
6824,3573,HotPink,135,4,10,12
6825,392,MintCream,166,2,16,18
6826,392,MintCream,166,7,16,18
6827,2744,LightBlue,496,6,6,8
6828,2744,LightBlue,496,2,6,8
6829,649,DarkTurquoise,453,4,19,21
6830,649,DarkTurquoise,453,2,19,21
6831,3849,Fuchsia,183,7,8,10
6832,3849,Fuchsia,183,2,8,10
6833,5225,LightSlateGray,186,4,9,11
6834,5225,LightSlateGray,186,1,9,11
6835,4003,DarkRed,102,5,9,11
6836,4003,DarkRed,102,6,9,11
6837,2456,MediumSeaGreen,237,6,17,19
6838,2456,MediumSeaGreen,237,4,17,19
6839,5455,MediumPurple,343,1,17,19
6840,5455,MediumPurple,343,4,17,19
6841,984,MintCream,393,7,9,11
6842,984,MintCream,393,4,9,11
6843,5497,Green,238,7,20,22
6844,5497,Green,238,3,20,22
6845,670,Orange,116,2,19,21
6846,670,Orange,116,6,19,21
6847,3658,Plum,323,4,20,22
6848,3658,Plum,323,7,20,22
6849,1876,Pink,490,1,7,9
6850,1876,Pink,490,4,7,9
6851,789,LightCoral,134,6,17,19
6852,789,LightCoral,134,5,17,19
6853,1975,LightSkyBlue,191,1,13,15
6854,1975,LightSkyBlue,191,2,13,15
6855,4717,Indigo,155,5,20,22
6856,4717,Indigo,155,7,20,22
6857,1589,Chocolate,307,6,17,19
6858,1589,Chocolate,307,5,17,19
6859,569,SkyBlue,111,7,20,22
6860,569,SkyBlue,111,6,20,22
6861,3843,LightGoldenRodYellow,432,7,20,22
6862,3843,LightGoldenRodYellow,432,6,20,22
6863,3740,MidnightBlue,288,7,20,22
6864,3740,MidnightBlue,288,2,20,22
6865,2041,MediumSpringGreen,211,2,20,22
6866,2041,MediumSpringGreen,211,4,20,22
6867,313,GreenYellow,366,3,6,8
6868,313,GreenYellow,366,4,6,8
6869,5378,YellowGreen,164,5,14,16
6870,5378,YellowGreen,164,1,14,16
6871,1020,Wheat,104,4,17,19
6872,1020,Wheat,104,2,17,19
6873,1872,LightYellow,281,6,19,21
6874,1872,LightYellow,281,1,19,21
6875,4902,MediumTurquoise,360,3,16,18
6876,4902,MediumTurquoise,360,6,16,18
6877,4638,Black,327,1,18,20
6878,4638,Black,327,4,18,20
6879,3199,MediumTurquoise,442,4,7,9
6880,3199,MediumTurquoise,442,2,7,9
6881,2462,DarkGreen,426,6,20,22
6882,2462,DarkGreen,426,5,20,22
6883,4103,Turquoise,434,3,17,19
6884,4103,Turquoise,434,2,17,19
6885,391,Peru,463,5,19,21
6886,391,Peru,463,6,19,21
6887,2492,PaleGreen,356,2,17,19
6888,2492,PaleGreen,356,5,17,19
6889,783,Coral,371,5,18,20
6890,783,Coral,371,3,18,20
6891,5209,Tan,176,3,13,15
6892,5209,Tan,176,7,13,15
6893,3282,PeachPuff,105,5,16,18
6894,3282,PeachPuff,105,7,16,18
6895,1646,DarkMagenta,145,1,17,19
6896,1646,DarkMagenta,145,7,17,19
6897,1785,Teal,230,2,17,19
6898,1785,Teal,230,7,17,19
6899,503,Tomato,123,3,7,9
6900,503,Tomato,123,6,7,9
6901,3190,Tan,268,1,19,21
6902,3190,Tan,268,3,19,21
6903,1314,Sienna,493,6,17,19
6904,1314,Sienna,493,3,17,19
6905,1542,DarkOrchid,268,2,10,12
6906,1542,DarkOrchid,268,6,10,12
6907,598,MediumAquaMarine,428,5,20,22
6908,598,MediumAquaMarine,428,1,20,22
6909,1544,RoyalBlue,286,4,10,12
6910,1544,RoyalBlue,286,6,10,12
6911,3567,SaddleBrown,129,2,10,12
6912,3567,SaddleBrown,129,3,10,12
6913,1981,OliveDrab,377,2,16,18
6914,1981,OliveDrab,377,5,16,18
6915,2422,CadetBlue,177,3,6,8
6916,2422,CadetBlue,177,2,6,8
6917,5551,Azure,269,3,10,12
6918,5551,Azure,269,1,10,12
6919,561,AliceBlue,400,4,6,8
6920,561,AliceBlue,400,7,6,8
6921,3421,Chocolate,221,7,11,13
6922,3421,Chocolate,221,3,11,13
6923,2890,LightGreen,285,1,17,19
6924,2890,LightGreen,285,5,17,19
6925,1828,LightGray,439,6,7,9
6926,1828,LightGray,439,3,7,9
6927,1162,MediumVioletRed,110,1,6,8
6928,1162,MediumVioletRed,110,2,6,8
6929,2198,BlanchedAlmond,108,5,16,18
6930,2198,BlanchedAlmond,108,6,16,18
6931,3884,Chocolate,257,5,18,20
6932,3884,Chocolate,257,6,18,20
6933,3215,Orchid,459,5,16,18
6934,3215,Orchid,459,6,16,18
6935,365,Blue,415,5,9,11
6936,365,Blue,415,6,9,11
6937,214,SandyBrown,396,7,10,12
6938,214,SandyBrown,396,3,10,12
6939,3242,Cornsilk,372,2,15,17
6940,3242,Cornsilk,372,7,15,17
6941,4457,DarkOliveGreen,253,5,18,20
6942,4457,DarkOliveGreen,253,6,18,20
6943,969,PaleVioletRed,366,4,10,12
6944,969,PaleVioletRed,366,2,10,12
6945,3047,MediumAquaMarine,257,5,7,9
6946,3047,MediumAquaMarine,257,6,7,9
6947,1129,DarkGreen,497,5,16,18
6948,1129,DarkGreen,497,6,16,18
6949,1471,Tomato,276,2,6,8
6950,1471,Tomato,276,3,6,8
6951,2156,White,146,6,16,18
6952,2156,White,146,1,16,18
6953,2808,Orchid,343,2,18,20
6954,2808,Orchid,343,1,18,20
6955,4319,DeepPink,321,1,15,17
6956,4319,DeepPink,321,5,15,17
6957,1751,Aquamarine,190,1,6,8
6958,1751,Aquamarine,190,6,6,8
6959,3818,LightGoldenRodYellow,261,1,15,17
6960,3818,LightGoldenRodYellow,261,3,15,17
6961,4259,Olive,227,7,8,10
6962,4259,Olive,227,4,8,10
6963,4815,DarkKhaki,441,7,14,16
6964,4815,DarkKhaki,441,1,14,16
6965,5173,Thistle,299,6,13,15
6966,5173,Thistle,299,7,13,15
6967,5658,PaleTurquoise,228,5,7,9
6968,5658,PaleTurquoise,228,1,7,9
6969,5538,Chocolate,148,6,12,14
6970,5538,Chocolate,148,2,12,14
6971,928,LightSteelBlue,108,7,11,13
6972,928,LightSteelBlue,108,1,11,13
6973,1994,LightGreen,188,2,19,21
6974,1994,LightGreen,188,4,19,21
6975,2699,DarkBlue,249,3,15,17
6976,2699,DarkBlue,249,6,15,17
6977,3494,Orchid,210,4,10,12
6978,3494,Orchid,210,1,10,12
6979,2622,Brown,144,6,7,9
6980,2622,Brown,144,7,7,9
6981,948,DarkOrange,322,4,9,11
6982,948,DarkOrange,322,5,9,11
6983,4422,SpringGreen,279,1,12,14
6984,4422,SpringGreen,279,7,12,14
6985,2367,OrangeRed,466,6,18,20
6986,2367,OrangeRed,466,4,18,20
6987,553,SandyBrown,404,2,6,8
6988,553,SandyBrown,404,3,6,8
6989,3067,Chocolate,370,2,7,9
6990,3067,Chocolate,370,6,7,9
6991,4032,Bisque,243,2,7,9
6992,4032,Bisque,243,7,7,9
6993,3327,LightSteelBlue,330,7,13,15
6994,3327,LightSteelBlue,330,2,13,15
6995,4758,LightPink,133,6,20,22
6996,4758,LightPink,133,3,20,22
6997,1978,Azure,131,6,10,12
6998,1978,Azure,131,4,10,12
6999,3804,OldLace,267,4,12,14
7000,3804,OldLace,267,1,12,14
7001,160,PaleGoldenRod,174,3,17,19
7002,160,PaleGoldenRod,174,4,17,19
7003,3746,YellowGreen,443,2,6,8
7004,3746,YellowGreen,443,3,6,8
7005,5258,Magenta,443,2,6,8
7006,5258,Magenta,443,4,6,8
7007,146,PeachPuff,256,7,17,19
7008,146,PeachPuff,256,5,17,19
7009,452,Cyan,116,3,10,12
7010,452,Cyan,116,1,10,12
7011,4944,RosyBrown,235,4,12,14
7012,4944,RosyBrown,235,1,12,14
7013,1821,Linen,161,2,9,11
7014,1821,Linen,161,5,9,11
7015,4603,NavajoWhite,280,5,11,13
7016,4603,NavajoWhite,280,6,11,13
7017,2134,SlateBlue,127,3,18,20
7018,2134,SlateBlue,127,4,18,20
7019,1356,WhiteSmoke,493,1,10,12
7020,1356,WhiteSmoke,493,6,10,12
7021,3711,SlateBlue,105,6,15,17
7022,3711,SlateBlue,105,3,15,17
7023,627,PaleVioletRed,224,6,16,18
7024,627,PaleVioletRed,224,4,16,18
7025,310,ForestGreen,145,5,20,22
7026,310,ForestGreen,145,6,20,22
7027,5500,Ivory,467,1,7,9
7028,5500,Ivory,467,7,7,9
7029,1103,MediumPurple,153,5,15,17
7030,1103,MediumPurple,153,7,15,17
7031,751,MintCream,105,2,18,20
7032,751,MintCream,105,5,18,20
7033,5129,MediumPurple,258,3,19,21
7034,5129,MediumPurple,258,1,19,21
7035,5722,HotPink,363,1,9,11
