academic_history_id,student_id,program_id,sia_code,name,status,start_date,end_date
603,477,1,401808,Ingeniería de Sistemas y Computación,ACTIVE,2009-08-12,2015-02-10
604,478,1,415572,Ingeniería de Sistemas y Computación,ACTIVE,2021-11-04,2027-01-02
605,479,3,268644,Ingeniería Mecatrónica,ACTIVE,2021-05-28,2026-03-31
606,480,1,466973,Ingeniería de Sistemas y Computación,ACTIVE,2018-11-10,2024-03-17
607,481,2,183171,Ingeniería Electrónica,ACTIVE,2018-06-03,2022-05-22
608,482,1,430755,Ingeniería de Sistemas y Computación,ACTIVE,2019-04-04,2024-04-28
609,483,1,492213,Ingeniería de Sistemas y Computación,ACTIVE,2019-01-25,2024-10-24
610,484,1,233937,Ingeniería de Sistemas y Computación,ACTIVE,2016-05-13,2021-04-10
611,485,1,118065,Ingeniería de Sistemas y Computación,ACTIVE,2016-06-16,2022-08-29
612,486,3,182475,Ingeniería Mecatrónica,ACTIVE,2017-05-16,2023-02-12
613,486,1,264334,Ingeniería de Sistemas y Computación,ACTIVE,2011-11-15,2018-04-09
614,487,1,44589,Ingeniería de Sistemas y Computación,ACTIVE,2010-01-22,2015-09-14
615,488,1,440666,Ingeniería de Sistemas y Computación,ACTIVE,2020-01-08,2025-07-14
616,489,1,73100,Ingeniería de Sistemas y Computación,ACTIVE,2022-04-29,2028-09-14
617,490,1,468778,Ingeniería de Sistemas y Computación,ACTIVE,2008-03-09,2012-04-01
618,491,1,260777,Ingeniería de Sistemas y Computación,ACTIVE,2013-04-08,2017-01-11
619,492,1,96473,Ingeniería de Sistemas y Computación,ACTIVE,2009-12-10,2013-02-09
620,493,1,454468,Ingeniería de Sistemas y Computación,ACTIVE,2013-11-17,2018-06-20
621,493,1,259797,Ingeniería de Sistemas y Computación,ACTIVE,2011-11-02,2015-11-07
622,493,1,475437,Ingeniería de Sistemas y Computación,ACTIVE,2008-10-26,2012-11-17
623,494,1,13151,Ingeniería de Sistemas y Computación,ACTIVE,2019-07-27,2023-10-19
624,495,1,164856,Ingeniería de Sistemas y Computación,ACTIVE,2008-07-11,2012-12-03
625,496,3,30425,Ingeniería Mecatrónica,ACTIVE,2019-06-01,2023-02-25
626,497,1,43206,Ingeniería de Sistemas y Computación,INACTIVE,2008-10-20,2015-08-07
627,498,1,261488,Ingeniería de Sistemas y Computación,ACTIVE,2008-04-14,2013-05-13
628,499,1,291658,Ingeniería de Sistemas y Computación,ACTIVE,2012-04-24,2016-06-21
629,500,1,121189,Ingeniería de Sistemas y Computación,INACTIVE,2011-08-12,2018-01-25
630,501,1,198648,Ingeniería de Sistemas y Computación,ACTIVE,2014-07-31,2019-02-22
631,502,2,435804,Ingeniería Electrónica,ACTIVE,2011-08-26,2017-11-20
632,503,2,170458,Ingeniería Electrónica,ACTIVE,2020-07-11,2026-10-19
633,504,1,490317,Ingeniería de Sistemas y Computación,ACTIVE,2021-05-14,2028-09-07
634,505,1,397458,Ingeniería de Sistemas y Computación,ACTIVE,2017-01-08,2024-11-04
635,506,1,67051,Ingeniería de Sistemas y Computación,ACTIVE,2022-03-03,2028-06-29
636,507,3,402718,Ingeniería Mecatrónica,ACTIVE,2012-06-25,2019-06-07
637,508,1,95447,Ingeniería de Sistemas y Computación,ACTIVE,2018-09-17,2024-04-15
638,509,1,61012,Ingeniería de Sistemas y Computación,INACTIVE,2020-07-20,2027-07-31
639,509,1,138794,Ingeniería de Sistemas y Computación,INACTIVE,2023-01-30,2028-02-28
640,510,2,228283,Ingeniería Electrónica,ACTIVE,2021-11-25,2028-08-09
641,511,1,79903,Ingeniería de Sistemas y Computación,INACTIVE,2021-02-25,2026-12-25
642,512,1,198028,Ingeniería de Sistemas y Computación,ACTIVE,2020-08-18,2025-02-27
643,513,1,138102,Ingeniería de Sistemas y Computación,INACTIVE,2014-11-05,2018-11-28
644,514,1,80334,Ingeniería de Sistemas y Computación,ACTIVE,2010-03-11,2015-05-03
645,515,1,496430,Ingeniería de Sistemas y Computación,ACTIVE,2020-05-06,2026-11-30
646,516,1,71604,Ingeniería de Sistemas y Computación,ACTIVE,2014-07-16,2020-03-10
647,517,2,391936,Ingeniería Electrónica,ACTIVE,2009-01-10,2016-01-07
648,518,1,139845,Ingeniería de Sistemas y Computación,ACTIVE,2022-10-27,2026-07-30
649,519,1,447288,Ingeniería de Sistemas y Computación,ACTIVE,2012-05-14,2017-11-02
650,520,1,275470,Ingeniería de Sistemas y Computación,ACTIVE,2016-08-05,2023-02-26
651,521,2,90649,Ingeniería Electrónica,ACTIVE,2021-12-14,2026-07-24
652,522,1,196917,Ingeniería de Sistemas y Computación,ACTIVE,2021-01-03,2026-03-20
653,523,1,115165,Ingeniería de Sistemas y Computación,ACTIVE,2011-07-15,2015-12-25
654,524,1,296604,Ingeniería de Sistemas y Computación,ACTIVE,2018-01-06,2023-07-07
655,524,1,345832,Ingeniería de Sistemas y Computación,INACTIVE,2021-05-12,2028-09-22
656,525,1,147190,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-24,2020-10-31
657,526,1,465991,Ingeniería de Sistemas y Computación,ACTIVE,2014-01-02,2018-08-12
658,527,2,166435,Ingeniería Electrónica,ACTIVE,2018-08-10,2022-02-03
659,527,2,46342,Ingeniería Electrónica,ACTIVE,2021-01-07,2025-08-10
660,528,1,151636,Ingeniería de Sistemas y Computación,ACTIVE,2013-05-21,2020-02-23
661,528,1,115450,Ingeniería de Sistemas y Computación,ACTIVE,2019-01-13,2025-06-22
662,529,1,101601,Ingeniería de Sistemas y Computación,ACTIVE,2013-12-22,2020-02-11
663,529,1,224593,Ingeniería de Sistemas y Computación,ACTIVE,2019-12-22,2026-06-30
664,530,1,147746,Ingeniería de Sistemas y Computación,ACTIVE,2018-06-21,2024-06-18
665,531,1,120578,Ingeniería de Sistemas y Computación,ACTIVE,2016-10-29,2022-07-20
666,532,1,154714,Ingeniería de Sistemas y Computación,ACTIVE,2019-05-10,2024-06-20
667,533,2,421127,Ingeniería Electrónica,ACTIVE,2021-03-18,2025-07-18
668,534,1,31795,Ingeniería de Sistemas y Computación,ACTIVE,2014-04-23,2018-07-14
669,534,2,213795,Ingeniería Electrónica,ACTIVE,2010-02-20,2016-10-14
670,535,2,86301,Ingeniería Electrónica,ACTIVE,2010-01-23,2016-01-30
671,536,1,111446,Ingeniería de Sistemas y Computación,INACTIVE,2016-11-06,2022-12-23
672,536,1,392804,Ingeniería de Sistemas y Computación,ACTIVE,2009-07-05,2013-03-22
673,537,1,80027,Ingeniería de Sistemas y Computación,ACTIVE,2018-04-21,2025-11-12
674,538,1,275743,Ingeniería de Sistemas y Computación,ACTIVE,2013-02-17,2020-07-14
675,539,1,469222,Ingeniería de Sistemas y Computación,ACTIVE,2018-12-22,2025-08-06
676,540,2,201618,Ingeniería Electrónica,ACTIVE,2018-11-27,2022-05-09
677,541,2,82851,Ingeniería Electrónica,ACTIVE,2018-07-21,2024-06-29
678,542,1,324843,Ingeniería de Sistemas y Computación,INACTIVE,2019-12-08,2025-09-15
679,542,3,69767,Ingeniería Mecatrónica,ACTIVE,2023-02-06,2028-03-29
680,543,1,459753,Ingeniería de Sistemas y Computación,ACTIVE,2019-08-12,2023-09-27
681,544,1,135833,Ingeniería de Sistemas y Computación,ACTIVE,2021-06-10,2027-05-29
682,545,1,20824,Ingeniería de Sistemas y Computación,ACTIVE,2010-05-27,2014-06-12
683,546,3,132308,Ingeniería Mecatrónica,INACTIVE,2012-03-05,2017-09-05
684,547,1,263038,Ingeniería de Sistemas y Computación,ACTIVE,2018-12-04,2025-11-21
685,548,1,415915,Ingeniería de Sistemas y Computación,ACTIVE,2011-07-20,2016-07-11
686,549,1,442790,Ingeniería de Sistemas y Computación,ACTIVE,2021-06-06,2026-12-25
687,550,1,353032,Ingeniería de Sistemas y Computación,ACTIVE,2022-02-26,2026-11-13
688,551,1,261680,Ingeniería de Sistemas y Computación,ACTIVE,2021-05-08,2028-05-09
689,552,1,266963,Ingeniería de Sistemas y Computación,ACTIVE,2020-09-22,2027-02-19
690,553,1,86846,Ingeniería de Sistemas y Computación,ACTIVE,2014-02-25,2018-10-29
691,554,1,107859,Ingeniería de Sistemas y Computación,ACTIVE,2016-01-23,2021-05-27
692,555,1,296577,Ingeniería de Sistemas y Computación,ACTIVE,2008-05-09,2015-01-31
693,556,1,294087,Ingeniería de Sistemas y Computación,ACTIVE,2010-10-01,2017-07-10
694,556,1,159869,Ingeniería de Sistemas y Computación,ACTIVE,2009-01-23,2013-06-06
695,557,1,190380,Ingeniería de Sistemas y Computación,ACTIVE,2010-02-05,2017-05-06
696,558,1,430343,Ingeniería de Sistemas y Computación,ACTIVE,2011-05-28,2018-02-08
697,559,1,59366,Ingeniería de Sistemas y Computación,ACTIVE,2008-06-02,2015-10-31
698,560,1,258706,Ingeniería de Sistemas y Computación,ACTIVE,2019-01-01,2025-09-24
699,561,3,63275,Ingeniería Mecatrónica,ACTIVE,2010-07-26,2017-09-29
700,562,1,40490,Ingeniería de Sistemas y Computación,ACTIVE,2016-05-16,2021-11-03
701,562,2,25931,Ingeniería Electrónica,INACTIVE,2013-12-26,2019-09-23
702,563,1,228054,Ingeniería de Sistemas y Computación,ACTIVE,2019-05-14,2024-01-18
703,564,1,251512,Ingeniería de Sistemas y Computación,ACTIVE,2011-01-28,2016-03-28
704,565,1,82542,Ingeniería de Sistemas y Computación,ACTIVE,2018-07-28,2025-04-18
705,565,1,24519,Ingeniería de Sistemas y Computación,ACTIVE,2016-03-31,2021-01-20
706,566,2,480137,Ingeniería Electrónica,ACTIVE,2013-05-08,2020-03-31
707,567,1,333529,Ingeniería de Sistemas y Computación,ACTIVE,2016-05-25,2020-12-28
708,568,1,123595,Ingeniería de Sistemas y Computación,ACTIVE,2009-01-02,2015-08-03
709,569,1,44189,Ingeniería de Sistemas y Computación,ACTIVE,2017-06-18,2023-05-22
710,570,1,499173,Ingeniería de Sistemas y Computación,ACTIVE,2009-10-22,2016-03-01
711,571,1,113442,Ingeniería de Sistemas y Computación,ACTIVE,2014-03-11,2021-06-30
712,572,1,70389,Ingeniería de Sistemas y Computación,ACTIVE,2022-06-14,2028-07-12
713,572,1,448253,Ingeniería de Sistemas y Computación,INACTIVE,2009-08-09,2014-07-16
714,573,1,44809,Ingeniería de Sistemas y Computación,ACTIVE,2010-01-07,2014-04-21
715,574,1,487987,Ingeniería de Sistemas y Computación,ACTIVE,2011-12-10,2018-06-11
716,575,1,111610,Ingeniería de Sistemas y Computación,ACTIVE,2015-08-03,2019-07-03
717,575,1,373861,Ingeniería de Sistemas y Computación,ACTIVE,2011-04-07,2018-07-07
718,576,1,88132,Ingeniería de Sistemas y Computación,ACTIVE,2019-10-19,2023-03-02
719,577,1,165607,Ingeniería de Sistemas y Computación,ACTIVE,2009-03-26,2014-07-27
720,578,1,342253,Ingeniería de Sistemas y Computación,ACTIVE,2013-04-30,2019-10-26
721,579,1,394140,Ingeniería de Sistemas y Computación,INACTIVE,2020-02-24,2027-12-21
722,580,2,15858,Ingeniería Electrónica,ACTIVE,2008-09-02,2012-06-21
723,580,1,384235,Ingeniería de Sistemas y Computación,ACTIVE,2008-11-10,2012-08-11
724,581,1,401361,Ingeniería de Sistemas y Computación,ACTIVE,2017-12-24,2021-01-20
725,581,1,30445,Ingeniería de Sistemas y Computación,ACTIVE,2013-08-15,2019-06-25
726,582,1,289089,Ingeniería de Sistemas y Computación,ACTIVE,2012-12-03,2016-12-29
727,583,2,22895,Ingeniería Electrónica,ACTIVE,2022-04-13,2026-10-10
728,584,1,285442,Ingeniería de Sistemas y Computación,ACTIVE,2011-08-04,2018-11-12
729,584,1,372693,Ingeniería de Sistemas y Computación,ACTIVE,2010-04-23,2015-09-22
730,585,1,170108,Ingeniería de Sistemas y Computación,ACTIVE,2022-12-02,2029-10-20
731,585,1,63091,Ingeniería de Sistemas y Computación,ACTIVE,2019-03-19,2023-12-15
732,586,1,313760,Ingeniería de Sistemas y Computación,INACTIVE,2019-04-10,2026-09-26
733,587,1,200545,Ingeniería de Sistemas y Computación,ACTIVE,2015-03-25,2021-01-27
734,587,1,242362,Ingeniería de Sistemas y Computación,ACTIVE,2009-08-05,2014-11-03
735,588,3,496451,Ingeniería Mecatrónica,ACTIVE,2016-03-27,2022-11-11
736,589,1,259294,Ingeniería de Sistemas y Computación,ACTIVE,2012-09-08,2018-09-13
737,590,1,423168,Ingeniería de Sistemas y Computación,ACTIVE,2016-02-19,2023-12-30
738,591,1,148426,Ingeniería de Sistemas y Computación,ACTIVE,2020-04-14,2024-01-30
739,592,1,123139,Ingeniería de Sistemas y Computación,ACTIVE,2009-08-02,2013-09-30
740,593,2,340961,Ingeniería Electrónica,INACTIVE,2013-09-12,2018-01-20
741,594,2,302036,Ingeniería Electrónica,INACTIVE,2020-04-16,2025-08-04
742,594,1,201074,Ingeniería de Sistemas y Computación,ACTIVE,2011-03-18,2016-06-19
743,594,1,401748,Ingeniería de Sistemas y Computación,ACTIVE,2009-01-25,2016-06-21
744,595,1,207199,Ingeniería de Sistemas y Computación,ACTIVE,2014-03-20,2019-05-22
745,596,1,279266,Ingeniería de Sistemas y Computación,ACTIVE,2008-05-17,2014-01-19
746,597,1,493591,Ingeniería de Sistemas y Computación,ACTIVE,2012-06-06,2018-09-29
747,598,1,314441,Ingeniería de Sistemas y Computación,ACTIVE,2017-07-25,2023-08-03
748,599,1,182837,Ingeniería de Sistemas y Computación,ACTIVE,2023-01-27,2027-09-02
749,599,1,54128,Ingeniería de Sistemas y Computación,ACTIVE,2020-02-22,2024-03-29
750,599,1,254603,Ingeniería de Sistemas y Computación,ACTIVE,2018-09-28,2023-06-05
751,600,1,490567,Ingeniería de Sistemas y Computación,ACTIVE,2009-04-18,2014-11-18
752,601,1,479227,Ingeniería de Sistemas y Computación,ACTIVE,2016-02-11,2022-02-08
753,602,1,218021,Ingeniería de Sistemas y Computación,ACTIVE,2018-08-18,2025-11-18
754,603,1,494717,Ingeniería de Sistemas y Computación,ACTIVE,2017-11-01,2022-02-21
755,603,1,190497,Ingeniería de Sistemas y Computación,ACTIVE,2017-04-14,2021-09-25
756,604,1,321725,Ingeniería de Sistemas y Computación,ACTIVE,2008-04-15,2013-05-26
757,605,1,427832,Ingeniería de Sistemas y Computación,ACTIVE,2009-04-20,2014-11-04
758,606,1,47827,Ingeniería de Sistemas y Computación,ACTIVE,2019-02-18,2025-05-30
759,607,1,485734,Ingeniería de Sistemas y Computación,ACTIVE,2017-11-13,2023-04-09
760,608,1,352075,Ingeniería de Sistemas y Computación,ACTIVE,2019-09-09,2024-08-15
761,608,1,246363,Ingeniería de Sistemas y Computación,ACTIVE,2015-05-16,2021-05-25
762,609,1,237228,Ingeniería de Sistemas y Computación,ACTIVE,2012-06-22,2016-09-25
763,610,1,198703,Ingeniería de Sistemas y Computación,ACTIVE,2017-10-03,2023-02-23
764,610,1,362160,Ingeniería de Sistemas y Computación,ACTIVE,2022-11-28,2029-12-14
765,611,1,54913,Ingeniería de Sistemas y Computación,INACTIVE,2017-03-17,2023-11-06
766,612,1,237633,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-06,2021-10-03
767,613,1,89195,Ingeniería de Sistemas y Computación,INACTIVE,2019-01-02,2024-06-11
768,614,1,168704,Ingeniería de Sistemas y Computación,ACTIVE,2016-11-03,2021-10-18
769,615,1,309579,Ingeniería de Sistemas y Computación,ACTIVE,2009-08-15,2014-11-22
770,616,1,453882,Ingeniería de Sistemas y Computación,ACTIVE,2018-07-21,2025-10-13
771,617,3,476334,Ingeniería Mecatrónica,ACTIVE,2014-11-21,2018-05-11
772,618,1,208841,Ingeniería de Sistemas y Computación,ACTIVE,2016-03-19,2020-05-25
773,618,1,352852,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-30,2021-12-31
774,619,1,407262,Ingeniería de Sistemas y Computación,INACTIVE,2011-05-04,
775,620,1,19254,Ingeniería de Sistemas y Computación,ACTIVE,2020-04-22,2025-01-19
776,621,1,402759,Ingeniería de Sistemas y Computación,ACTIVE,2016-07-25,2022-11-22
777,622,1,417932,Ingeniería de Sistemas y Computación,ACTIVE,2011-08-21,2017-05-27
778,623,1,208515,Ingeniería de Sistemas y Computación,ACTIVE,2021-08-19,2025-03-02
779,624,1,144535,Ingeniería de Sistemas y Computación,ACTIVE,2012-11-03,2017-10-28
780,625,1,112454,Ingeniería de Sistemas y Computación,ACTIVE,2009-10-29,2014-07-22
781,626,1,97470,Ingeniería de Sistemas y Computación,ACTIVE,2010-11-30,2017-10-23
782,626,1,31352,Ingeniería de Sistemas y Computación,ACTIVE,2016-04-09,2023-10-24
783,626,1,218759,Ingeniería de Sistemas y Computación,ACTIVE,2021-12-08,2025-06-27
784,627,1,144170,Ingeniería de Sistemas y Computación,INACTIVE,2019-01-09,2023-04-01
785,628,2,182875,Ingeniería Electrónica,ACTIVE,2019-11-15,2026-12-21
786,629,2,60085,Ingeniería Electrónica,ACTIVE,2023-02-06,2030-11-09
787,629,1,355266,Ingeniería de Sistemas y Computación,ACTIVE,2022-01-08,2027-03-26
788,629,1,472368,Ingeniería de Sistemas y Computación,ACTIVE,2015-02-16,2021-01-02
789,630,1,493600,Ingeniería de Sistemas y Computación,ACTIVE,2019-04-28,2025-06-10
790,631,1,101927,Ingeniería de Sistemas y Computación,ACTIVE,2013-01-13,2019-11-20
791,631,1,50236,Ingeniería de Sistemas y Computación,ACTIVE,2017-09-01,2021-11-09
792,632,1,330396,Ingeniería de Sistemas y Computación,ACTIVE,2010-09-26,2015-09-24
793,632,1,497975,Ingeniería de Sistemas y Computación,INACTIVE,2014-01-20,2018-03-21
794,633,1,335182,Ingeniería de Sistemas y Computación,ACTIVE,2008-09-26,2013-07-25
795,634,1,104105,Ingeniería de Sistemas y Computación,ACTIVE,2012-04-26,2017-07-27
796,635,1,408707,Ingeniería de Sistemas y Computación,ACTIVE,2014-08-28,2020-04-28
797,636,1,271382,Ingeniería de Sistemas y Computación,ACTIVE,2020-07-03,2027-05-25
798,637,1,264633,Ingeniería de Sistemas y Computación,ACTIVE,2023-01-15,2027-06-21
799,638,1,94686,Ingeniería de Sistemas y Computación,ACTIVE,2014-11-04,2020-08-23
800,639,1,398827,Ingeniería de Sistemas y Computación,INACTIVE,2022-03-09,2028-10-15
801,640,1,15764,Ingeniería de Sistemas y Computación,ACTIVE,2009-03-02,2013-09-12
802,641,1,165101,Ingeniería de Sistemas y Computación,ACTIVE,2018-11-20,2022-05-25
803,642,1,311330,Ingeniería de Sistemas y Computación,ACTIVE,2017-01-27,2023-07-27
804,643,1,195636,Ingeniería de Sistemas y Computación,ACTIVE,2021-03-11,2026-01-17
805,644,1,479233,Ingeniería de Sistemas y Computación,ACTIVE,2011-10-29,2018-03-03
806,645,1,50176,Ingeniería de Sistemas y Computación,INACTIVE,2019-10-27,2026-08-25
807,646,1,415636,Ingeniería de Sistemas y Computación,ACTIVE,2010-12-23,2017-07-25
808,647,2,80921,Ingeniería Electrónica,ACTIVE,2009-08-30,2013-07-09
809,648,1,15973,Ingeniería de Sistemas y Computación,ACTIVE,2011-04-28,2017-01-29
810,649,1,246374,Ingeniería de Sistemas y Computación,ACTIVE,2014-03-06,2018-06-27
811,650,1,356318,Ingeniería de Sistemas y Computación,ACTIVE,2008-07-28,2012-10-24
812,651,1,431198,Ingeniería de Sistemas y Computación,ACTIVE,2020-02-20,2024-04-14
813,652,1,346598,Ingeniería de Sistemas y Computación,ACTIVE,2016-07-28,2020-01-29
814,653,1,367940,Ingeniería de Sistemas y Computación,ACTIVE,2021-11-17,2025-06-12
815,654,1,115864,Ingeniería de Sistemas y Computación,INACTIVE,2014-05-01,2019-03-31
816,654,1,151391,Ingeniería de Sistemas y Computación,ACTIVE,2010-01-22,2015-03-08
817,654,1,293692,Ingeniería de Sistemas y Computación,ACTIVE,2008-05-29,2012-11-08
818,655,3,491070,Ingeniería Mecatrónica,INACTIVE,2021-05-17,2025-03-03
819,655,1,66994,Ingeniería de Sistemas y Computación,ACTIVE,2011-06-16,2016-10-24
820,656,1,256640,Ingeniería de Sistemas y Computación,ACTIVE,2015-07-13,2020-11-07
821,657,1,255931,Ingeniería de Sistemas y Computación,ACTIVE,2009-11-21,2016-04-04
822,658,1,239258,Ingeniería de Sistemas y Computación,INACTIVE,2010-11-14,2015-10-30
823,659,1,266484,Ingeniería de Sistemas y Computación,ACTIVE,2008-05-30,2015-01-18
824,659,1,455632,Ingeniería de Sistemas y Computación,ACTIVE,2015-03-12,2020-03-17
825,660,1,401555,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-30,2023-08-14
826,660,1,211316,Ingeniería de Sistemas y Computación,INACTIVE,2015-05-04,2020-01-11
827,660,1,236792,Ingeniería de Sistemas y Computación,ACTIVE,2008-02-16,2014-03-28
828,661,1,267849,Ingeniería de Sistemas y Computación,ACTIVE,2008-04-29,2014-01-31
829,662,1,494377,Ingeniería de Sistemas y Computación,INACTIVE,2016-02-10,2023-06-28
830,663,1,372716,Ingeniería de Sistemas y Computación,ACTIVE,2015-12-01,2020-10-03
831,664,1,431535,Ingeniería de Sistemas y Computación,ACTIVE,2010-02-08,2015-02-08
832,665,3,67219,Ingeniería Mecatrónica,ACTIVE,2021-01-05,2028-03-29
833,666,1,223822,Ingeniería de Sistemas y Computación,ACTIVE,2010-07-09,2017-05-20
834,667,2,139715,Ingeniería Electrónica,INACTIVE,2010-03-16,2016-10-19
835,668,1,49815,Ingeniería de Sistemas y Computación,ACTIVE,2009-08-09,2013-05-13
836,669,1,26070,Ingeniería de Sistemas y Computación,ACTIVE,2021-12-05,2025-08-18
837,670,1,234277,Ingeniería de Sistemas y Computación,ACTIVE,2015-11-28,2020-05-15
838,670,1,199530,Ingeniería de Sistemas y Computación,INACTIVE,2019-01-30,2026-02-15
839,671,1,263881,Ingeniería de Sistemas y Computación,ACTIVE,2012-12-01,2018-05-17
840,672,1,476772,Ingeniería de Sistemas y Computación,ACTIVE,2010-08-31,2015-06-23
841,673,2,462574,Ingeniería Electrónica,ACTIVE,2020-08-18,2024-04-20
842,674,1,83884,Ingeniería de Sistemas y Computación,ACTIVE,2010-05-21,2014-06-28
843,675,1,287966,Ingeniería de Sistemas y Computación,ACTIVE,2021-10-17,2025-01-05
844,676,1,485065,Ingeniería de Sistemas y Computación,ACTIVE,2015-05-19,2019-08-08
845,676,1,259675,Ingeniería de Sistemas y Computación,INACTIVE,2011-02-18,
846,676,1,181105,Ingeniería de Sistemas y Computación,ACTIVE,2012-05-15,2018-01-18
847,677,1,428810,Ingeniería de Sistemas y Computación,ACTIVE,2014-11-17,2018-11-22
848,678,2,26293,Ingeniería Electrónica,ACTIVE,2016-10-07,2023-11-25
849,678,1,483609,Ingeniería de Sistemas y Computación,ACTIVE,2016-10-10,2023-08-17
850,679,1,311642,Ingeniería de Sistemas y Computación,ACTIVE,2017-04-24,2024-07-26
851,680,1,137437,Ingeniería de Sistemas y Computación,ACTIVE,2010-11-02,2016-04-10
852,681,1,482993,Ingeniería de Sistemas y Computación,ACTIVE,2012-05-08,2016-06-20
853,681,1,441263,Ingeniería de Sistemas y Computación,ACTIVE,2012-12-19,2017-09-13
854,682,1,164235,Ingeniería de Sistemas y Computación,INACTIVE,2017-09-11,2024-08-20
855,683,2,328056,Ingeniería Electrónica,ACTIVE,2011-01-23,2017-04-09
856,684,2,172619,Ingeniería Electrónica,ACTIVE,2010-01-09,2014-10-14
857,685,3,160540,Ingeniería Mecatrónica,ACTIVE,2016-01-21,2020-01-08
858,686,1,415546,Ingeniería de Sistemas y Computación,ACTIVE,2011-06-02,2018-08-03
859,687,2,13419,Ingeniería Electrónica,ACTIVE,2013-11-23,2020-07-06
860,688,1,446046,Ingeniería de Sistemas y Computación,ACTIVE,2011-03-26,2018-12-16
861,689,1,449503,Ingeniería de Sistemas y Computación,ACTIVE,2009-02-26,2015-10-09
862,690,1,436516,Ingeniería de Sistemas y Computación,ACTIVE,2018-11-01,2025-05-18
863,691,1,298596,Ingeniería de Sistemas y Computación,ACTIVE,2020-03-18,2024-02-03
864,691,2,99745,Ingeniería Electrónica,ACTIVE,2012-08-15,2016-02-23
865,692,1,73566,Ingeniería de Sistemas y Computación,ACTIVE,2022-10-20,2029-11-04
866,693,1,328922,Ingeniería de Sistemas y Computación,ACTIVE,2022-12-21,2029-02-27
867,693,1,399527,Ingeniería de Sistemas y Computación,ACTIVE,2017-02-24,2024-02-27
868,694,1,242637,Ingeniería de Sistemas y Computación,INACTIVE,2019-07-19,
869,695,1,336953,Ingeniería de Sistemas y Computación,ACTIVE,2011-11-14,2018-10-01
870,695,1,435886,Ingeniería de Sistemas y Computación,ACTIVE,2013-03-24,2019-04-10
871,696,1,119119,Ingeniería de Sistemas y Computación,ACTIVE,2013-01-01,2020-08-06
872,697,3,471702,Ingeniería Mecatrónica,ACTIVE,2021-06-24,2028-02-23
873,698,1,155842,Ingeniería de Sistemas y Computación,ACTIVE,2013-07-02,2020-04-20
874,699,1,468645,Ingeniería de Sistemas y Computación,ACTIVE,2008-02-28,2014-03-10
875,699,2,362095,Ingeniería Electrónica,ACTIVE,2018-11-02,2023-03-08
876,699,1,488845,Ingeniería de Sistemas y Computación,ACTIVE,2016-12-07,2023-09-10
877,700,1,469137,Ingeniería de Sistemas y Computación,ACTIVE,2012-02-08,2017-07-18
878,701,1,294361,Ingeniería de Sistemas y Computación,ACTIVE,2018-09-27,2023-04-14
879,702,1,249751,Ingeniería de Sistemas y Computación,ACTIVE,2011-09-24,2016-12-06
880,703,2,108331,Ingeniería Electrónica,ACTIVE,2016-05-26,2020-07-12
881,704,1,101665,Ingeniería de Sistemas y Computación,ACTIVE,2010-03-03,2015-09-13
882,704,1,307848,Ingeniería de Sistemas y Computación,INACTIVE,2020-04-22,2025-05-05
883,704,1,291590,Ingeniería de Sistemas y Computación,INACTIVE,2021-04-17,2025-10-24
884,705,1,477497,Ingeniería de Sistemas y Computación,ACTIVE,2022-06-24,2029-04-14
885,706,2,470562,Ingeniería Electrónica,ACTIVE,2018-05-05,2023-09-30
886,706,2,304368,Ingeniería Electrónica,ACTIVE,2013-05-06,2019-07-07
887,707,1,179295,Ingeniería de Sistemas y Computación,ACTIVE,2013-09-14,2017-03-06
888,708,1,20793,Ingeniería de Sistemas y Computación,ACTIVE,2018-05-19,2025-10-16
889,709,1,281790,Ingeniería de Sistemas y Computación,ACTIVE,2021-08-09,2027-02-18
890,710,1,482695,Ingeniería de Sistemas y Computación,ACTIVE,2017-09-06,2023-06-17
891,711,1,157304,Ingeniería de Sistemas y Computación,ACTIVE,2013-02-19,2018-05-12
892,712,1,122584,Ingeniería de Sistemas y Computación,ACTIVE,2013-01-22,2018-12-03
893,713,1,188449,Ingeniería de Sistemas y Computación,ACTIVE,2018-02-14,2022-04-29
894,714,1,121773,Ingeniería de Sistemas y Computación,ACTIVE,2013-03-09,2018-07-01
895,715,1,312108,Ingeniería de Sistemas y Computación,ACTIVE,2018-04-03,2024-12-31
896,715,1,292775,Ingeniería de Sistemas y Computación,ACTIVE,2017-08-02,2021-10-02
897,715,1,165586,Ingeniería de Sistemas y Computación,ACTIVE,2020-11-15,2027-06-03
898,716,1,181240,Ingeniería de Sistemas y Computación,ACTIVE,2009-06-16,2014-11-26
899,717,1,376931,Ingeniería de Sistemas y Computación,ACTIVE,2012-06-30,2016-06-08
900,718,1,219178,Ingeniería de Sistemas y Computación,ACTIVE,2022-10-05,2029-08-05
901,718,3,128118,Ingeniería Mecatrónica,ACTIVE,2010-01-23,2017-01-26
902,719,1,124310,Ingeniería de Sistemas y Computación,ACTIVE,2020-06-03,2024-04-04
903,719,1,154500,Ingeniería de Sistemas y Computación,ACTIVE,2009-03-11,2016-10-02
