group_id,group_number,semester,seats,professor_id,course_id
4928,3,2010-1,25,24,67
2965,3,2022-2,50,25,40
2658,3,2009-2,28,26,37
5204,3,2019-1,26,27,70
5619,1,2010-1,35,28,76
514,1,2020-1,35,29,7
3948,2,2012-1,39,30,54
930,2,2017-1,31,1,13
3985,2,2019-1,30,2,54
2022,3,2020-2,30,3,27
1452,3,2011-2,25,4,20
2815,1,2011-1,42,5,39
5159,2,2010-2,24,6,70
3060,4,2012-2,46,7,42
3175,1,2022-2,30,8,43
3539,1,2022-1,34,9,48
3807,4,2015-1,36,10,52
1394,1,2016-1,37,11,19
1720,3,2021-1,46,12,23
754,1,2012-1,36,13,11
3438,1,2017-2,43,14,47
4710,1,2011-2,23,15,64
3961,2,2014-2,41,16,54
4647,2,2013-2,39,17,63
2740,3,2010-1,27,18,38
4148,2,2008-2,46,19,57
2354,2,2015-1,45,20,32
2142,3,2017-2,31,21,29
1019,3,2020-1,21,22,14
5478,1,2014-1,49,23,74
165,1,2009-1,45,24,3
270,4,2017-2,38,25,4
93,1,2009-2,34,26,2
5365,1,2021-2,48,27,72
4912,4,2022-1,38,28,66
2832,1,2015-1,49,29,39
2859,4,2019-1,48,30,39
4424,2,2015-2,37,1,60
4288,2,2021-2,30,2,58
417,1,2015-2,48,3,6
133,2,2016-2,20,4,2
4460,2,2022-2,46,5,60
5669,1,2021-2,25,6,76
4280,2,2020-1,39,7,58
3624,1,2010-1,31,8,50
5337,3,2013-2,31,9,72
5373,1,2008-2,32,10,73
2948,2,2019-1,48,11,40
5473,2,2013-1,30,12,74
4622,2,2008-2,32,13,63
2952,1,2020-1,34,14,40
473,2,2010-2,49,15,7
319,2,2011-2,26,16,5
872,2,2019-2,25,17,12
1423,2,2022-1,40,18,19
72,2,2021-1,38,19,1
4735,1,2016-1,25,20,64
3485,1,2012-1,43,21,48
314,2,2010-2,23,22,5
192,3,2015-1,25,23,3
1770,4,2015-2,49,24,24
105,1,2011-1,22,25,2
14,1,2010-2,30,26,1
830,1,2011-2,37,27,12
463,1,2008-2,33,28,7
2172,3,2022-1,49,29,29
1611,1,2013-1,49,30,22
560,1,2016-1,43,1,8
2396,2,2011-2,34,2,33
3703,1,2009-1,38,3,51
300,3,2022-1,24,4,4
3382,1,2022-2,30,5,46
2146,3,2018-1,27,6,29
4903,2,2021-1,25,7,66
2229,1,2019-1,43,8,30
4891,2,2018-1,36,9,66
819,1,2009-1,30,10,12
5664,3,2020-1,24,11,76
2263,1,2011-1,21,12,31
5370,1,2022-2,44,13,72
3600,4,2018-2,22,14,49
3068,2,2015-1,38,15,42
4463,1,2008-2,49,16,61
4190,3,2017-1,41,17,57
3387,2,2008-2,20,18,47
4229,4,2009-2,24,19,58
574,2,2018-2,39,20,8
423,1,2017-1,27,21,6
4813,2,2017-1,39,22,65
3956,2,2013-2,45,23,54
1895,1,2011-2,36,24,26
4704,1,2010-2,33,25,64
4723,1,2013-2,38,26,64
2309,3,2020-2,36,27,31
112,1,2013-1,37,28,2
1553,1,2016-2,22,29,21
2683,1,2014-2,42,30,37
784,1,2017-2,31,1,11
2669,2,2012-1,37,2,37
5377,2,2009-1,38,3,73
1831,2,2013-1,29,4,25
915,1,2014-2,43,5,13
3410,1,2012-2,29,6,47
1885,2,2009-2,29,7,26
4242,2,2012-2,35,8,58
827,2,2010-2,42,9,12
2791,1,2021-2,36,10,38
5723,1,2017-1,33,11,77
3017,2,2019-1,42,12,41
720,1,2018-2,28,13,10
5296,3,2021-1,34,14,71
5280,2,2018-1,30,15,71
1960,2,2009-2,48,16,27
2441,3,2022-1,32,17,33
628,1,2014-2,25,18,9
642,3,2016-2,32,19,9
2006,1,2018-1,35,20,27
380,3,2008-1,31,21,6
4046,3,2017-1,31,22,55
3941,1,2011-1,38,23,54
5749,1,2021-1,26,24,77
3971,1,2016-2,30,25,54
3210,3,2015-2,50,26,44
1673,1,2011-1,41,27,23
1192,4,2008-2,48,28,17
2181,3,2008-2,39,29,30
4949,2,2014-2,48,30,67
2843,1,2017-1,25,1,39
2059,2,2013-2,33,2,28
573,1,2018-2,26,3,8
2007,2,2018-1,46,4,27
5517,2,2021-1,40,5,74
4781,1,2009-2,26,6,65
4401,1,2012-1,39,7,60
900,1,2011-2,48,8,13
240,2,2010-2,20,9,4
151,3,2020-2,21,10,2
5157,3,2010-1,44,11,70
2958,2,2021-1,39,12,40
2769,1,2016-1,40,13,38
1947,1,2008-1,39,14,27
2680,2,2014-1,28,15,37
1743,1,2011-1,47,16,24
5743,4,2019-2,34,17,77
1505,1,2008-1,27,18,21
1524,4,2010-2,28,19,21
4676,2,2019-2,40,20,63
3686,2,2021-1,46,21,50
4487,1,2013-1,36,22,61
1868,1,2020-2,36,23,25
245,1,2012-1,38,24,4
3615,2,2008-1,36,25,50
4969,2,2019-1,36,26,67
4601,2,2020-2,35,27,62
4015,1,2011-1,40,28,55
303,2,2008-1,23,29,5
1485,3,2019-1,50,30,20
4904,3,2021-1,36,1,66
3817,2,2017-1,41,2,52
2945,1,2018-2,37,3,40
932,2,2017-2,45,4,13
4599,3,2020-1,41,5,62
2574,1,2020-1,38,6,35
3578,1,2014-2,30,7,49
2547,3,2014-2,37,8,35
1346,3,2022-1,39,9,18
822,2,2009-2,25,10,12
5630,4,2012-2,24,11,76
1506,2,2008-1,34,12,21
3875,1,2013-2,43,13,53
2856,1,2019-1,20,14,39
120,2,2014-2,28,15,2
2805,1,2009-1,22,16,39
1196,4,2009-1,42,17,17
1738,2,2009-2,45,18,24
1695,1,2016-1,49,19,23
4360,1,2019-1,30,20,59
4024,1,2013-1,30,21,55
4642,1,2013-1,24,22,63
4556,1,2012-1,47,23,62
2780,1,2019-1,40,24,38
4683,2,2021-1,48,25,63
2296,1,2018-1,40,26,31
4594,2,2019-2,45,27,62
239,1,2010-2,32,28,4
3609,1,2021-2,21,29,49
2151,1,2019-1,42,30,29
5566,3,2014-2,44,1,75
5568,1,2015-1,29,2,75
1664,2,2008-2,32,3,23
1692,1,2015-1,40,4,23
2304,3,2019-2,24,5,31
3793,1,2012-2,22,6,52
5567,4,2014-2,25,7,75
3591,3,2017-2,24,8,49
656,1,2020-1,38,9,9
2474,1,2014-2,44,10,34
1259,4,2020-1,41,11,17
1963,2,2010-1,45,12,27
4054,4,2018-1,37,13,55
611,1,2011-2,32,14,9
4899,1,2020-1,41,15,66
2336,4,2011-2,32,16,32
4185,3,2015-2,26,17,57
4608,1,2021-2,31,18,62
4438,2,2018-1,43,19,60
5362,2,2020-1,34,20,72
3152,3,2017-1,22,21,43
5259,2,2014-2,46,22,71
1169,1,2018-1,23,23,16
5023,2,2016-1,27,24,68
2383,1,2008-1,38,25,33
5575,2,2016-1,42,26,75
96,4,2009-2,32,27,2
690,3,2011-1,44,28,10
1133,3,2010-2,39,29,16
5245,1,2012-2,20,30,71
1398,1,2016-2,20,1,19
5040,1,2018-2,47,2,68
1135,2,2011-1,43,3,16
4716,3,2012-1,39,4,64
4950,3,2014-2,36,5,67
5537,4,2009-2,32,6,75
4863,2,2011-2,37,7,66
3982,2,2018-2,48,8,54
4000,4,2021-2,41,9,54
3348,3,2014-2,48,10,46
1165,1,2017-2,21,11,16
1987,2,2014-1,47,12,27
5690,3,2010-2,29,13,77
3663,4,2016-1,46,14,50
1514,2,2009-1,38,15,21
1071,3,2015-1,50,16,15
4372,2,2021-1,49,17,59
2891,2,2010-2,20,18,40
5449,4,2008-1,23,19,74
3952,1,2013-1,24,20,54
2973,2,2009-1,25,21,41
3208,1,2015-2,43,22,44
4767,2,2021-2,37,23,64
1954,4,2008-2,26,24,27
698,1,2013-1,31,25,10
988,4,2013-2,42,26,14
262,3,2016-1,28,27,4
1662,4,2008-1,28,28,23
5056,1,2021-1,22,29,68
1668,1,2009-2,48,30,23
2082,3,2018-2,35,1,28
951,2,2021-1,36,2,13
3084,3,2018-1,29,3,42
2760,2,2014-1,20,4,38
1291,2,2011-1,25,5,18
3033,2,2008-1,23,6,42
4252,1,2014-2,39,7,58
4533,2,2022-2,24,8,61
4154,1,2009-2,23,9,57
879,2,2021-1,42,10,12
159,3,2022-2,34,11,2
4327,2,2013-1,33,12,59
3835,4,2020-2,44,13,52
1219,1,2013-2,50,14,17
5004,3,2011-2,26,15,68
805,2,2021-1,42,16,11
4894,1,2019-1,29,17,66
5357,1,2018-2,49,18,72
2676,1,2013-2,29,19,37
5336,2,2013-2,49,20,72
3891,2,2016-2,30,21,53
5003,2,2011-2,22,22,68
4477,2,2011-1,29,23,61
3758,1,2020-1,28,24,51
1170,1,2018-2,44,25,16
4532,1,2022-2,42,26,61
5502,1,2018-2,37,27,74
5485,3,2015-1,23,28,74
4387,2,2009-2,28,29,60
3919,2,2021-2,48,30,53
2516,2,2008-1,50,1,35
5355,1,2017-2,47,2,72
2029,2,2022-2,49,3,27
3913,3,2020-2,42,4,53
3087,3,2018-2,45,5,42
785,2,2017-2,33,6,11
4435,2,2017-2,21,7,60
3655,4,2015-1,30,8,50
103,3,2010-2,32,9,2
5244,1,2012-1,23,10,71
5582,1,2017-2,48,11,75
3876,2,2013-2,30,12,53
3171,1,2021-1,28,13,43
3495,3,2013-2,27,14,48
3752,1,2019-1,35,15,51
4791,2,2011-2,30,16,65
3447,1,2019-2,39,17,47
2751,2,2012-1,22,18,38
4318,1,2012-1,38,19,59
407,2,2013-2,39,20,6
1913,4,2015-1,32,21,26
3012,1,2018-2,49,22,41
53,2,2017-1,42,23,1
2803,2,2008-1,47,24,39
1324,1,2017-2,29,25,18
5393,2,2012-2,31,26,73
4270,2,2018-2,27,27,58
600,2,2009-2,23,28,9
1237,1,2017-1,49,29,17
669,3,2022-1,27,30,9
4857,3,2010-1,36,1,66
2561,4,2017-1,47,2,35
1561,3,2017-2,29,3,21
4235,1,2011-1,24,4,58
1455,1,2013-1,42,5,20
2403,3,2013-2,29,6,33
2714,1,2020-2,25,7,37
3402,3,2011-1,47,8,47
2526,3,2009-2,23,9,35
1847,1,2016-1,48,10,25
3998,2,2021-2,35,11,54
5375,3,2008-2,32,12,73
2034,1,2008-2,44,13,28
451,1,2021-2,40,14,6
878,1,2021-1,34,15,12
2366,1,2018-1,22,16,32
4363,1,2019-2,41,17,59
3177,3,2022-2,37,18,43
1925,1,2018-2,28,19,26
3482,2,2011-2,41,20,48
2562,1,2017-2,36,21,35
4027,4,2013-1,37,22,55
5529,1,2008-2,28,23,75
1745,3,2011-1,40,24,24
5423,3,2018-1,40,25,73
495,1,2015-2,39,26,7
2639,1,2020-2,25,27,36
70,1,2020-2,38,28,1
2589,2,2009-1,20,29,36
5187,1,2016-1,38,30,70
4703,4,2010-1,36,1,64
3704,1,2009-2,48,2,51
5753,2,2022-2,33,3,77
4720,1,2013-1,26,4,64
2251,2,2008-2,20,5,31
2464,3,2011-2,43,6,34
2032,1,2008-1,37,7,28
1492,1,2020-2,36,8,20
2320,2,2008-2,34,9,32
5555,2,2013-1,30,10,75
3784,4,2010-2,21,11,52
1866,3,2020-1,28,12,25
3471,2,2009-1,37,13,48
1204,2,2010-2,41,14,17
3789,1,2012-1,44,15,52
2020,1,2020-2,26,16,27
62,1,2019-1,48,17,1
134,1,2017-1,43,18,2
4841,2,2022-1,23,19,65
4658,2,2015-2,21,20,63
4291,3,2022-1,46,21,58
3000,4,2015-2,48,22,41
2404,1,2014-1,31,23,33
2019,1,2020-1,38,24,27
3008,3,2017-1,32,25,41
4924,2,2009-2,23,26,67
3331,1,2012-1,24,27,46
4691,1,2008-2,46,28,64
3475,1,2010-2,50,29,48
3893,4,2016-2,28,30,53
3527,2,2020-1,21,1,48
714,3,2016-2,27,2,10
529,2,2009-1,33,3,8
2140,1,2017-2,50,4,29
609,2,2011-1,28,5,9
175,2,2011-1,20,6,3
3648,1,2014-2,41,7,50
2512,2,2022-1,30,8,34
3862,1,2011-2,22,9,53
5064,1,2008-1,32,10,69
4207,1,2021-1,34,11,57
4120,2,2017-2,28,12,56
906,4,2012-1,34,13,13
1436,3,2008-2,30,14,20
4798,1,2013-2,46,15,65
3809,2,2015-2,29,16,52
5241,2,2011-2,27,17,71
4525,3,2020-1,28,18,61
1917,3,2016-1,41,19,26
3698,2,2008-1,29,20,51
4379,2,2022-2,36,21,59
4799,2,2013-2,32,22,65
5518,3,2021-1,46,23,74
184,1,2013-2,37,24,3
4214,2,2022-2,33,25,57
1212,4,2011-2,38,26,17
782,3,2017-1,34,27,11
5199,2,2018-1,30,28,70
1645,2,2019-2,31,29,22
1502,3,2022-1,23,30,20
1935,1,2020-2,28,1,26
2300,4,2018-2,22,2,31
2395,1,2011-2,24,3,33
5252,2,2013-2,26,4,71
511,1,2019-2,26,5,7
2096,1,2022-1,27,6,28
1163,2,2017-1,48,7,16
4555,1,2011-2,20,8,62
3170,3,2020-2,23,9,43
5442,2,2022-1,49,10,73
3634,4,2011-2,39,11,50
954,1,2021-2,45,12,13
4268,1,2018-1,47,13,58
5407,3,2015-1,43,14,73
3812,3,2016-1,35,15,52
4876,1,2014-2,26,16,66
1105,4,2021-1,37,17,15
1902,1,2013-2,46,18,26
5307,1,2008-2,42,19,72
130,3,2016-1,26,20,2
4181,3,2014-2,40,21,57
5687,1,2010-1,45,22,77
4364,1,2020-1,40,23,59
5154,1,2009-2,35,24,70
3976,3,2017-1,47,25,54
1140,2,2012-1,41,26,16
2261,3,2010-2,46,27,31
2130,2,2015-1,37,28,29
5108,3,2014-2,30,29,69
4362,3,2019-1,26,30,59
1453,1,2012-1,50,1,20
763,3,2013-1,42,2,11
1446,3,2010-1,25,3,20
5304,1,2022-2,27,4,71
5097,4,2013-1,40,5,69
5646,1,2016-1,36,6,76
2628,3,2017-1,23,7,36
5269,2,2016-1,36,8,71
3344,3,2014-1,42,9,46
2695,4,2017-1,37,10,37
746,1,2009-2,49,11,11
4757,4,2018-2,49,12,64
896,1,2011-1,29,13,13
5102,1,2014-1,45,14,69
3579,2,2014-2,20,15,49
1742,1,2010-2,42,16,24
5552,3,2012-2,31,17,75
4921,1,2009-1,32,18,67
1508,4,2008-1,29,19,21
5125,1,2018-1,48,20,69
4761,1,2019-2,34,21,64
5574,1,2016-1,26,22,75
2668,1,2012-1,20,23,37
3172,1,2021-2,45,24,43
3613,2,2022-2,23,25,49
4059,1,2020-1,36,26,55
5702,3,2013-1,48,27,77
3628,1,2010-2,26,28,50
824,4,2009-2,33,29,12
2536,4,2012-1,38,30,35
4887,2,2017-1,49,1,66
2070,4,2016-1,47,2,28
4545,2,2009-2,32,3,62
4017,2,2011-2,43,4,55
4596,4,2019-2,25,5,62
5182,3,2015-1,31,6,70
3951,1,2012-2,34,7,54
414,1,2015-1,44,8,6
2192,1,2011-1,38,9,30
3536,1,2021-2,35,10,48
5436,1,2021-1,38,11,73
5094,1,2013-1,23,12,69
2937,1,2017-2,49,13,40
4368,2,2020-2,38,14,59
3701,2,2008-2,22,15,51
4385,3,2009-1,38,16,60
803,2,2020-2,50,17,11
3808,1,2015-2,28,18,52
3352,3,2015-1,30,19,46
3612,1,2022-2,33,20,49
865,3,2018-1,30,21,12
1470,1,2016-2,26,22,20
4345,1,2016-2,20,23,59
5499,1,2018-1,44,24,74
5052,1,2020-2,35,25,68
5546,3,2011-1,42,26,75
3405,3,2011-2,21,27,47
1610,3,2012-2,37,28,22
5172,1,2013-1,48,29,70
5213,1,2021-1,34,30,70
4739,2,2016-2,25,1,64
2114,1,2011-1,20,2,29
3163,1,2019-2,50,3,43
1776,2,2017-1,33,4,24
934,4,2017-2,42,5,13
1780,3,2017-2,32,6,24
3702,3,2008-2,43,7,51
3149,2,2016-2,32,8,43
5234,2,2010-1,35,9,71
4388,3,2009-2,20,10,60
3001,1,2016-1,23,11,41
750,1,2011-1,22,12,11
139,2,2018-2,36,13,2
4958,2,2016-1,35,14,67
1104,3,2021-1,47,15,15
2295,1,2017-2,27,16,31
1118,3,2008-2,25,17,16
55,1,2017-2,23,18,1
4040,3,2016-1,37,19,55
1123,4,2009-1,30,20,16
2611,3,2013-2,25,21,36
2452,1,2009-2,24,22,34
3604,1,2020-1,20,23,49
1655,1,2022-1,21,24,22
4816,2,2017-2,26,25,65
2532,2,2011-2,37,26,35
5441,1,2022-1,44,27,73
592,3,2008-1,41,28,9
1605,1,2012-1,35,29,22
2292,3,2016-2,28,30,31
1308,2,2013-2,28,1,18
4586,2,2018-1,27,2,62
2630,1,2017-2,35,3,36
3077,3,2016-1,32,4,42
3768,1,2008-1,48,5,52
2749,2,2011-2,41,6,38
2387,4,2008-2,39,7,33
4595,3,2019-2,33,8,62
4680,1,2020-2,26,9,63
2678,3,2013-2,22,10,37
2558,1,2017-1,28,11,35
3332,2,2012-1,21,12,46
2333,1,2011-2,29,13,32
2109,2,2009-2,46,14,29
3340,4,2013-1,28,15,46
3015,4,2018-2,21,16,41
3252,3,2009-1,44,17,45
57,1,2018-1,24,18,1
682,1,2010-1,49,19,10
2746,2,2011-1,24,20,38
1327,3,2018-1,28,21,18
4612,2,2022-1,43,22,62
487,2,2013-1,20,23,7
5179,1,2014-2,46,24,70
116,2,2014-1,31,25,2
3430,1,2016-1,34,26,47
1910,1,2015-1,40,27,26
4245,1,2013-1,42,28,58
2125,3,2013-2,26,29,29
5484,2,2015-1,48,30,74
5428,2,2019-1,25,1,73
890,1,2009-1,27,2,13
4332,1,2014-2,43,3,59
4653,1,2015-1,33,4,63
5093,3,2012-2,32,5,69
3858,1,2010-2,29,6,53
4846,1,2008-2,46,7,66
5677,2,2008-1,46,8,77
1681,4,2012-1,31,9,23
1977,4,2012-1,49,10,27
4513,3,2018-2,23,11,61
2936,4,2017-1,46,12,40
3350,1,2015-1,50,13,46
5418,3,2017-1,45,14,73
2135,2,2016-1,50,15,29
3349,4,2014-2,42,16,46
2531,1,2011-2,42,17,35
5279,1,2018-1,25,18,71
4173,4,2012-2,32,19,57
5541,1,2010-2,36,20,75
3042,1,2010-1,25,21,42
4501,1,2015-2,38,22,61
419,2,2016-1,33,23,6
4090,2,2012-1,29,24,56
5465,2,2012-1,28,25,74
4648,3,2013-2,35,26,63
311,3,2009-2,36,27,5
1576,2,2021-1,50,28,21
2941,1,2018-1,50,29,40
1644,1,2019-2,32,30,22
3214,1,2016-2,21,1,44
887,2,2008-2,28,2,13
5300,1,2022-1,44,3,71
4448,1,2020-1,30,4,60
5684,1,2009-2,25,5,77
3574,3,2013-2,34,6,49
3564,2,2011-2,34,7,49
2337,1,2012-1,46,8,32
832,2,2012-1,36,9,12
257,1,2015-1,46,10,4
3979,1,2018-1,46,11,54
921,2,2015-2,25,12,13
5560,1,2014-1,38,13,75
5510,3,2019-2,40,14,74
3089,2,2019-1,26,15,42
591,2,2008-1,50,16,9
1332,3,2019-1,40,17,18
320,1,2012-1,29,18,5
2571,3,2019-1,32,19,35
4271,3,2018-2,22,20,58
4649,4,2013-2,46,21,63
2210,3,2014-2,36,22,30
5387,2,2011-1,46,23,73
4110,2,2015-2,30,24,56
5019,1,2015-1,22,25,68
979,3,2012-1,50,26,14
4407,4,2012-2,49,27,60
1298,1,2012-1,43,28,18
5050,1,2020-1,40,29,68
400,2,2012-2,24,30,6
4952,2,2015-1,48,1,67
4655,3,2015-1,28,2,63
5313,2,2009-2,20,3,72
606,4,2010-1,37,4,9
4577,3,2016-2,45,5,62
5634,4,2013-1,24,6,76
4627,3,2009-1,45,7,63
3803,2,2014-2,40,8,52
3085,1,2018-2,31,9,42
809,4,2021-2,47,10,11
3048,3,2010-2,37,11,42
3496,1,2014-1,32,12,48
275,1,2018-2,36,13,4
1753,2,2012-2,26,14,24
71,1,2021-1,25,15,1
599,1,2009-2,42,16,9
1919,1,2017-1,33,17,26
2996,3,2015-1,29,18,41
2287,2,2016-1,26,19,31
4060,2,2020-1,35,20,55
5467,4,2012-1,22,21,74
4996,2,2010-1,39,22,68
3654,3,2015-1,26,23,50
1086,1,2018-1,20,24,15
3428,3,2015-2,25,25,47
3522,1,2019-1,33,26,48
2282,3,2015-1,41,27,31
3997,1,2021-2,24,28,54
1480,3,2018-1,25,29,20
4775,4,2022-2,48,30,64
3434,1,2016-2,35,1,47
3266,2,2012-1,31,2,45
1706,4,2017-2,22,3,23
1075,2,2016-1,30,4,15
3888,1,2016-1,31,5,53
3553,4,2009-2,44,6,49
22,1,2011-2,44,7,1
5335,1,2013-2,34,8,72
1595,3,2009-2,44,9,22
1617,1,2014-2,28,10,22
5727,1,2017-2,44,11,77
2569,1,2019-1,38,12,35
197,1,2016-1,49,13,3
5399,2,2014-1,38,14,73
2240,1,2021-2,26,15,30
659,3,2020-2,42,16,9
1811,2,2008-2,21,17,25
2176,1,2008-1,45,18,30
795,2,2019-2,23,19,11
5126,1,2018-2,36,20,69
1942,1,2021-2,49,21,26
3791,3,2012-1,48,22,52
2741,4,2010-1,21,23,38
4220,3,2008-2,49,24,58
3622,1,2009-2,50,25,50
5135,1,2020-2,50,26,69
3192,1,2011-1,30,27,44
1986,1,2014-1,46,28,27
963,3,2008-1,28,29,14
2701,3,2018-1,20,30,37
1687,2,2013-1,27,1,23
5588,3,2018-1,34,2,75
1412,1,2019-2,50,3,19
769,1,2014-1,45,4,11
3871,1,2013-1,20,5,53
4511,1,2018-2,33,6,61
2988,1,2013-1,41,7,41
30,3,2012-2,38,8,1
2504,4,2019-2,28,9,34
4019,2,2012-1,37,10,55
4004,4,2022-1,20,11,54
4227,2,2009-2,41,12,58
3478,4,2010-2,28,13,48
2069,3,2016-1,41,14,28
715,4,2016-2,43,15,10
5737,2,2019-1,38,16,77
1379,4,2013-1,45,17,19
1430,1,2008-1,42,18,20
5183,4,2015-1,38,19,70
2726,3,2008-1,23,20,38
1350,2,2008-1,25,21,19
3518,1,2018-1,38,22,48
5614,1,2008-2,48,23,76
4705,2,2010-2,50,24,64
2758,3,2013-2,45,25,38
3756,3,2019-2,33,26,51
1616,2,2014-1,44,27,22
1309,3,2013-2,23,28,18
5679,4,2008-1,20,29,77
838,1,2013-2,20,30,12
5085,2,2011-2,34,1,69
4922,2,2009-1,36,2,67
2787,1,2020-2,35,3,38
302,1,2008-1,30,4,5
3011,1,2018-1,20,5,41
3872,2,2013-1,49,6,53
4127,2,2018-2,30,7,56
4607,4,2021-1,47,8,62
3016,1,2019-1,48,9,41
5591,2,2018-2,37,10,75
3699,3,2008-1,37,11,51
2250,1,2008-2,23,12,31
4576,2,2016-2,37,13,62
2998,2,2015-2,47,14,41
1200,2,2010-1,26,15,17
5140,3,2021-1,39,16,69
1551,3,2016-1,46,17,21
3813,4,2016-1,32,18,52
1112,1,2008-1,26,19,16
4592,2,2019-1,25,20,62
1287,2,2010-1,39,21,18
4872,4,2013-2,26,22,66
4844,3,2022-2,24,23,65
1083,1,2017-2,27,24,15
4063,1,2021-1,28,25,55
3223,3,2018-1,39,26,44
4914,2,2022-2,39,27,66
2411,4,2015-1,37,28,33
1907,3,2014-1,37,29,26
4139,2,2021-2,36,30,56
4801,1,2014-1,39,1,65
3532,1,2021-1,34,2,48
3307,3,2021-1,31,3,45
5022,1,2016-1,35,4,68
4461,1,2008-1,35,5,61
3292,3,2017-2,26,6,45
2122,2,2013-1,20,7,29
145,1,2020-1,33,8,2
3334,2,2012-2,33,9,46
3173,2,2021-2,46,10,43
4537,4,2008-1,46,11,62
1941,4,2021-1,20,12,26
4986,1,2022-2,45,13,67
3636,2,2012-1,35,14,50
3339,3,2013-1,44,15,46
5208,3,2019-2,23,16,70
947,1,2020-1,39,17,13
4672,2,2019-1,44,18,63
2301,1,2019-1,48,19,31
3931,2,2009-1,20,20,54
5752,1,2022-2,21,21,77
5326,1,2011-2,27,22,72
2724,1,2008-1,20,23,38
2503,3,2019-2,30,24,34
3785,1,2011-1,25,25,52
299,2,2022-1,20,26,4
5747,3,2020-2,48,27,77
4204,2,2020-2,42,28,57
4760,3,2019-1,22,29,64
1067,2,2014-2,50,30,15
4500,3,2015-1,38,1,61
2177,2,2008-1,24,2,30
2024,2,2021-1,43,3,27
334,1,2014-2,49,4,5
4036,1,2015-1,49,5,55
4304,1,2009-2,30,6,59
1641,2,2018-2,24,7,22
4375,1,2022-1,24,8,59
5686,3,2009-2,23,9,77
1842,2,2015-1,43,10,25
4669,1,2018-2,38,11,63
4081,2,2010-2,25,12,56
250,4,2013-1,26,13,4
1240,4,2017-1,31,14,17
2259,1,2010-2,23,15,31
2784,1,2020-1,21,16,38
1545,3,2015-1,35,17,21
2136,1,2016-2,22,18,29
3185,2,2009-1,41,19,44
5148,1,2008-1,23,20,70
909,2,2013-1,36,21,13
5114,2,2015-2,29,22,69
3420,4,2014-1,30,23,47
2905,3,2012-2,40,24,40
264,1,2017-1,40,25,4
3392,4,2009-1,31,26,47
5310,3,2009-1,25,27,72
3546,1,2008-1,22,28,49
2204,2,2013-2,20,29,30
4114,1,2016-2,30,30,56
1058,4,2012-2,24,1,15
2592,1,2009-2,36,2,36
3462,1,2022-2,26,3,47
834,2,2012-2,33,4,12
1670,2,2010-1,42,5,23
2537,1,2012-2,32,6,35
4783,3,2009-2,34,7,65
2485,1,2016-2,47,8,34
471,2,2010-1,39,9,7
2533,1,2012-1,30,10,35
2277,1,2014-2,26,11,31
2801,4,2022-2,41,12,38
1386,3,2014-1,49,13,19
1049,2,2011-1,44,14,15
1851,4,2016-2,50,15,25
2027,1,2022-1,49,16,27
1294,1,2011-2,29,17,18
3969,3,2016-1,37,18,54
2446,2,2008-1,47,19,34
2414,3,2015-2,25,20,33
4469,2,2009-2,42,21,61
5434,4,2020-1,27,22,73
4128,1,2019-1,46,23,56
435,2,2018-2,39,24,6
5585,4,2017-2,22,25,75
5190,3,2016-2,27,26,70
4819,2,2018-1,29,27,65
4307,2,2010-1,41,28,59
4567,3,2014-2,30,29,62
1403,3,2018-1,37,30,19
2457,2,2010-2,30,1,34
3074,4,2015-2,25,2,42
359,2,2019-1,21,3,5
780,1,2017-1,49,4,11
1809,3,2008-1,42,5,25
1908,1,2014-2,43,6,26
4292,4,2022-1,26,7,58
5579,2,2016-2,50,8,75
3633,3,2011-2,20,9,50
1678,1,2012-1,24,10,23
2291,2,2016-2,20,11,31
5404,3,2014-2,23,12,73
4988,1,2008-2,30,13,68
1774,2,2016-2,42,14,24
813,3,2022-2,25,15,11
218,1,2022-1,24,16,3
4974,2,2020-1,26,17,67
3200,1,2013-1,40,18,44
2072,2,2016-2,49,19,28
3333,1,2012-2,41,20,46
3110,2,2009-2,39,21,43
5662,1,2020-1,44,22,76
3432,3,2016-1,38,23,47
4820,3,2018-1,33,24,65
1335,1,2020-1,27,25,18
547,3,2013-1,45,26,8
3394,2,2009-2,44,27,47
2811,1,2010-1,41,28,39
5070,4,2008-2,39,29,69
3396,1,2010-2,23,30,47
1800,1,2021-2,40,1,24
1367,4,2011-2,28,2,19
4851,2,2009-1,31,3,66
5233,1,2010-1,29,4,71
113,1,2013-2,49,5,2
516,1,2020-2,21,6,7
1675,1,2011-2,40,7,23
3770,2,2008-2,31,8,52
4822,1,2018-2,41,9,65
852,2,2016-1,45,10,12
462,4,2008-1,21,11,7
3509,3,2016-1,20,12,48
661,1,2021-1,44,13,9
4679,3,2020-1,28,14,63
5082,1,2011-1,42,15,69
5274,3,2017-1,22,16,71
5118,1,2016-2,38,17,69
260,1,2016-1,39,18,4
523,3,2022-1,44,19,7
2281,2,2015-1,40,20,31
2546,2,2014-2,35,21,35
699,2,2013-1,21,22,10
2875,3,2021-2,32,23,39
1093,2,2019-1,30,24,15
4452,2,2021-1,22,25,60
4269,1,2018-2,43,26,58
2234,1,2020-2,24,27,30
976,2,2011-2,32,28,14
1970,2,2011-1,45,29,27
3838,1,2021-2,38,30,52
3418,2,2014-1,37,1,47
5597,1,2019-2,23,2,75
4209,1,2021-2,48,3,57
2116,3,2011-1,40,4,29
4613,3,2022-1,32,5,62
